game_pk,date,away_team,home_team,venue,day_night,away_runs,home_runs,total_runs,total_hr,weather_raw,wind_raw,season
745641,2024-07-04,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,day,0,5,5,1,"81 degrees, Sunny.","8 mph, Out To RF.",2024
746857,2024-07-04,Philadelphia Phillies,Chicago Cubs,Wrigley Field,day,2,10,12,3,"80 degrees, Cloudy.","1 mph, In From RF.",2024
746532,2024-07-05,Milwaukee Brewers,Colorado Rockies,Coors Field,night,3,4,7,1,"82 degrees, Partly Cloudy.","4 mph, R To L.",2024
746285,2024-07-05,Tampa Bay Rays,Kansas City Royals,Kauffman Stadium,night,10,8,18,4,"83 degrees, Clear.","9 mph, L To R.",2024
745489,2024-06-19,Cincinnati Reds,Pittsburgh Pirates,PNC Park,day,0,1,1,1,"87 degrees, Partly Cloudy.","6 mph, Out To LF.",2024
746859,2024-07-05,Los Angeles Angels,Chicago Cubs,Wrigley Field,day,1,5,6,1,"85 degrees, Partly Cloudy.","15 mph, Out To CF.",2024
745725,2024-07-05,Boston Red Sox,New York Yankees,Yankee Stadium,night,5,3,8,3,"83 degrees, Partly Cloudy.","12 mph, R To L.",2024
745479,2024-07-05,New York Mets,Pittsburgh Pirates,PNC Park,night,2,14,16,8,"84 degrees, Cloudy.","10 mph, Out To LF.",2024
744836,2024-07-05,St. Louis Cardinals,Washington Nationals,Nationals Park,night,7,6,13,2,"96 degrees, Partly Cloudy.","4 mph, Out To LF.",2024
746126,2024-07-05,Arizona Diamondbacks,Los Angeles Dodgers,Dodger Stadium,night,9,3,12,3,"76 degrees, Clear.","8 mph, Out To CF.",2024
746693,2024-07-05,Detroit Tigers,Cincinnati Reds,Great American Ball Park,night,5,4,9,5,"80 degrees, Partly Cloudy.","6 mph, Out To LF.",2024
746620,2024-07-05,San Francisco Giants,Cleveland Guardians,Progressive Field,night,4,2,6,1,"74 degrees, Partly Cloudy.","2 mph, R To L.",2024
747097,2024-07-05,Philadelphia Phillies,Atlanta Braves,Truist Park,night,8,6,14,5,"79 degrees, Cloudy.","2 mph, Calm.",2024
746046,2024-07-05,Chicago White Sox,Miami Marlins,loanDepot park,night,3,2,5,0,"72 degrees, Roof Closed.","0 mph, None.",2024
744992,2024-07-06,Tampa Bay Rays,Texas Rangers,Globe Life Field,night,0,3,3,0,"74 degrees, Roof Closed.","0 mph, None.",2024
746533,2024-07-06,Kansas City Royals,Colorado Rockies,Coors Field,night,2,4,6,1,"79 degrees, Partly Cloudy.","6 mph, R To L.",2024
745639,2024-07-06,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,night,3,2,5,2,"76 degrees, Clear.","11 mph, Out To RF.",2024
745884,2024-07-06,Houston Astros,Minnesota Twins,Target Field,night,13,12,25,3,"75 degrees, Clear.","7 mph, L To R.",2024
745237,2024-07-06,Toronto Blue Jays,Seattle Mariners,T-Mobile Park,night,1,2,3,1,"78 degrees, Clear.","3 mph, L To R.",2024
745398,2024-07-06,Arizona Diamondbacks,San Diego Padres,Petco Park,night,8,10,18,6,"70 degrees, Clear.","7 mph, L To R.",2024
745885,2024-07-06,Houston Astros,Minnesota Twins,Target Field,day,3,9,12,3,"78 degrees, Partly Cloudy.","6 mph, Out To LF.",2024
745724,2024-07-06,Boston Red Sox,New York Yankees,Yankee Stadium,day,4,14,18,5,"86 degrees, Partly Cloudy.","5 mph, R To L.",2024
744835,2024-07-06,St. Louis Cardinals,Washington Nationals,Nationals Park,day,6,14,20,3,"97 degrees, Partly Cloudy.","2 mph, R To L.",2024
746538,2024-06-20,Los Angeles Dodgers,Colorado Rockies,Coors Field,night,6,7,13,1,"73 degrees, Partly Cloudy.","9 mph, Out To LF.",2024
746856,2024-07-06,Los Angeles Angels,Chicago Cubs,Wrigley Field,day,7,0,7,1,"76 degrees, Sunny.","6 mph, In From RF.",2024
744995,2024-07-06,Tampa Bay Rays,Texas Rangers,Globe Life Field,day,3,4,7,2,"74 degrees, Roof Closed.","0 mph, None.",2024
745642,2024-07-06,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,day,8,19,27,7,"82 degrees, Sunny.","6 mph, Varies.",2024
746694,2024-07-06,Detroit Tigers,Cincinnati Reds,Great American Ball Park,day,5,3,8,2,"85 degrees, Partly Cloudy.","9 mph, Out To LF.",2024
746044,2024-07-06,Chicago White Sox,Miami Marlins,loanDepot park,day,3,4,7,1,"72 degrees, Roof Closed.","0 mph, None.",2024
745235,2024-07-06,Toronto Blue Jays,Seattle Mariners,T-Mobile Park,day,5,4,9,2,"78 degrees, Sunny.","4 mph, Out To RF.",2024
746129,2024-07-06,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium,day,3,5,8,5,"85 degrees, Sunny.","7 mph, Out To RF.",2024
746529,2024-07-07,Kansas City Royals,Colorado Rockies,Coors Field,night,1,3,4,2,"89 degrees, Partly Cloudy.","12 mph, L To R.",2024
746615,2024-07-06,San Francisco Giants,Cleveland Guardians,Progressive Field,day,4,5,9,2,"79 degrees, Partly Cloudy.","3 mph, In From CF.",2024
747099,2024-07-06,Philadelphia Phillies,Atlanta Braves,Truist Park,night,1,5,6,2,"75 degrees, Cloudy.","4 mph, In From CF.",2024
745395,2024-07-07,Arizona Diamondbacks,San Diego Padres,Petco Park,night,7,5,12,1,"73 degrees, Clear.","7 mph, L To R.",2024
745477,2024-07-07,New York Mets,Pittsburgh Pirates,PNC Park,day,3,2,5,0,"87 degrees, Clear.","3 mph, Out To LF.",2024
746691,2024-07-07,Detroit Tigers,Cincinnati Reds,Great American Ball Park,day,5,1,6,1,"86 degrees, Partly Cloudy.","3 mph, Out To LF.",2024
744832,2024-07-07,St. Louis Cardinals,Washington Nationals,Nationals Park,day,8,3,11,1,"93 degrees, Partly Cloudy.","1 mph, L To R.",2024
746616,2024-07-07,San Francisco Giants,Cleveland Guardians,Progressive Field,day,4,5,9,2,"80 degrees, Sunny.","9 mph, L To R.",2024
745883,2024-07-07,Houston Astros,Minnesota Twins,Target Field,day,2,3,5,1,"77 degrees, Partly Cloudy.","6 mph, Out To CF.",2024
747098,2024-07-07,Philadelphia Phillies,Atlanta Braves,Truist Park,day,0,6,6,4,"88 degrees, Partly Cloudy.","4 mph, L To R.",2024
746039,2024-07-07,Chicago White Sox,Miami Marlins,loanDepot park,day,4,7,11,2,"72 degrees, Roof Closed.","0 mph, None.",2024
746530,2024-07-07,Kansas City Royals,Colorado Rockies,Coors Field,day,10,1,11,3,"76 degrees, Partly Cloudy.","9 mph, R To L.",2024
746855,2024-07-07,Los Angeles Angels,Chicago Cubs,Wrigley Field,day,0,5,5,1,"87 degrees, Cloudy.","4 mph, Out To CF.",2024
744993,2024-07-07,Tampa Bay Rays,Texas Rangers,Globe Life Field,day,2,13,15,4,"74 degrees, Roof Closed.","0 mph, None.",2024
746460,2024-06-21,Chicago White Sox,Detroit Tigers,Comerica Park,night,1,2,3,2,"85 degrees, Clear.","8 mph, In From RF.",2024
745233,2024-07-07,Toronto Blue Jays,Seattle Mariners,T-Mobile Park,day,5,4,9,3,"74 degrees, Sunny.","5 mph, In From LF.",2024
745637,2024-07-07,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,day,6,3,9,2,"76 degrees, Sunny.","10 mph, Varies.",2024
746122,2024-07-07,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium,day,9,2,11,4,"82 degrees, Sunny.","6 mph, Out To CF.",2024
745723,2024-07-07,Boston Red Sox,New York Yankees,Yankee Stadium,night,3,0,3,3,"88 degrees, Partly Cloudy.","8 mph, R To L.",2024
745391,2024-07-07,Arizona Diamondbacks,San Diego Padres,Petco Park,day,9,1,10,3,"75 degrees, Sunny.","8 mph, L To R.",2024
745480,2024-07-08,New York Mets,Pittsburgh Pirates,PNC Park,day,2,8,10,3,"88 degrees, Sunny.","3 mph, Out To LF.",2024
746455,2024-07-08,Cleveland Guardians,Detroit Tigers,Comerica Park,night,0,1,1,0,"88 degrees, Partly Cloudy.","12 mph, In From CF.",2024
746692,2024-07-08,Colorado Rockies,Cincinnati Reds,Great American Ball Park,night,0,6,6,1,"87 degrees, Partly Cloudy.","7 mph, R To L.",2024
745006,2024-06-22,Kansas City Royals,Texas Rangers,Globe Life Field,night,2,6,8,1,"74 degrees, Roof Closed.","0 mph, None.",2024
746208,2024-07-09,Texas Rangers,Los Angeles Angels,Angel Stadium,night,9,4,13,2,"78 degrees, Clear.","10 mph, R To L.",2024
746771,2024-07-09,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,night,8,6,14,4,"84 degrees, Partly Cloudy.","9 mph, Out To CF.",2024
747181,2024-07-09,Atlanta Braves,Arizona Diamondbacks,Chase Field,night,5,4,9,2,"78 degrees, Roof Closed.","0 mph, None.",2024
747014,2024-07-09,Chicago Cubs,Baltimore Orioles,Oriole Park at Camden Yards,night,9,2,11,3,"91 degrees, Cloudy.","7 mph, Out To LF.",2024
745074,2024-07-09,New York Yankees,Tampa Bay Rays,Tropicana Field,night,3,5,8,2,"72 degrees, Dome.","0 mph, None.",2024
745557,2024-07-09,Los Angeles Dodgers,Philadelphia Phillies,Citizens Bank Park,night,1,10,11,4,"93 degrees, Cloudy.","11 mph, Out To CF.",2024
746451,2024-07-09,Cleveland Guardians,Detroit Tigers,Comerica Park,night,9,8,17,5,"83 degrees, Cloudy.","6 mph, R To L.",2024
746937,2024-07-09,Oakland Athletics,Boston Red Sox,Fenway Park,night,9,12,21,4,"86 degrees, Clear.","11 mph, Out To RF.",2024
746368,2024-07-10,Miami Marlins,Houston Astros,Minute Maid Park,night,3,4,7,3,"73 degrees, Roof Closed.","0 mph, None.",2024
745403,2024-06-22,Milwaukee Brewers,San Diego Padres,Petco Park,night,5,9,14,2,"70 degrees, Clear.","7 mph, L To R.",2024
745393,2024-07-10,Seattle Mariners,San Diego Padres,Petco Park,night,8,3,11,5,"72 degrees, Clear.","8 mph, L To R.",2024
746206,2024-07-10,Texas Rangers,Los Angeles Angels,Angel Stadium,night,5,4,9,4,"81 degrees, Clear.","8 mph, Out To CF.",2024
745316,2024-07-10,Toronto Blue Jays,San Francisco Giants,Oracle Park,night,3,4,7,3,"64 degrees, Partly Cloudy.","9 mph, Varies.",2024
745968,2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,American Family Field,night,12,2,14,5,"73 degrees, Cloudy.","5 mph, In From RF.",2024
745803,2024-07-09,Washington Nationals,New York Mets,Citi Field,night,5,7,12,4,"83 degrees, Cloudy.","10 mph, Out To LF.",2024
746773,2024-07-10,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,night,3,2,5,3,"79 degrees, Partly Cloudy.","8 mph, L To R.",2024
747180,2024-07-10,Atlanta Braves,Arizona Diamondbacks,Chase Field,night,6,2,8,1,"78 degrees, Dome.","0 mph, None.",2024
745156,2024-07-10,Kansas City Royals,St. Louis Cardinals,Busch Stadium,night,8,5,13,4,"84 degrees, Partly Cloudy.","6 mph, Out To RF.",2024
746773,2024-07-10,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,day,3,2,5,3,"79 degrees, Partly Cloudy.","8 mph, L To R.",2024
746772,2024-07-10,Minnesota Twins,Chicago White Sox,Guaranteed Rate Field,day,1,3,4,2,"76 degrees, Sunny.","9 mph, L To R.",2024
747015,2024-07-10,Chicago Cubs,Baltimore Orioles,Oriole Park at Camden Yards,night,4,0,4,1,"90 degrees, Partly Cloudy.","12 mph, Out To LF.",2024
746453,2024-07-10,Cleveland Guardians,Detroit Tigers,Comerica Park,night,4,5,9,3,"67 degrees, Overcast.","15 mph, Out To CF.",2024
745069,2024-07-10,New York Yankees,Tampa Bay Rays,Tropicana Field,night,2,1,3,0,"72 degrees, Dome.","0 mph, None.",2024
745394,2024-07-10,Seattle Mariners,San Diego Padres,Petco Park,day,2,0,2,0,"74 degrees, Partly Cloudy.","9 mph, L To R.",2024
746689,2024-07-10,Colorado Rockies,Cincinnati Reds,Great American Ball Park,night,6,5,11,4,"79 degrees, Clear.","10 mph, R To L.",2024
745556,2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,Citizens Bank Park,night,3,4,7,1,"88 degrees, Partly Cloudy.","15 mph, Out To CF.",2024
745796,2024-07-10,Washington Nationals,New York Mets,Citi Field,night,2,6,8,1,"81 degrees, Partly Cloudy.","18 mph, Out To LF.",2024
746366,2024-07-11,Miami Marlins,Houston Astros,Minute Maid Park,night,1,9,10,1,"73 degrees, Roof Closed.","0 mph, None.",2024
746934,2024-07-10,Oakland Athletics,Boston Red Sox,Fenway Park,night,5,2,7,1,"83 degrees, Partly Cloudy.","5 mph, In From LF.",2024
746205,2024-07-11,Texas Rangers,Los Angeles Angels,Angel Stadium,night,2,7,9,3,"81 degrees, Clear.","8 mph, R To L.",2024
745969,2024-07-11,Pittsburgh Pirates,Milwaukee Brewers,American Family Field,night,0,9,9,2,"74 degrees, Clear.","5 mph, L To R.",2024
747179,2024-07-11,Atlanta Braves,Arizona Diamondbacks,Chase Field,night,5,7,12,3,"78 degrees, Roof Closed.","0 mph, None.",2024
745318,2024-07-11,Toronto Blue Jays,San Francisco Giants,Oracle Park,night,10,6,16,3,"68 degrees, Clear.","13 mph, Out To CF.",2024
746688,2024-07-11,Colorado Rockies,Cincinnati Reds,Great American Ball Park,day,1,8,9,4,"84 degrees, Partly Cloudy.","2 mph, Out To RF.",2024
745799,2024-07-11,Washington Nationals,New York Mets,Citi Field,day,0,7,7,0,"87 degrees, Sunny.","12 mph, Out To CF.",2024
746452,2024-07-11,Cleveland Guardians,Detroit Tigers,Comerica Park,day,1,10,11,2,"83 degrees, Sunny.","5 mph, Out To RF.",2024
745967,2024-07-11,Pittsburgh Pirates,Milwaukee Brewers,American Family Field,day,1,0,1,0,"77 degrees, Cloudy.","7 mph, In From LF.",2024
747011,2024-07-11,Chicago Cubs,Baltimore Orioles,Oriole Park at Camden Yards,night,8,0,8,1,"89 degrees, Cloudy.","4 mph, Out To RF.",2024
745558,2024-07-11,Los Angeles Dodgers,Philadelphia Phillies,Citizens Bank Park,night,1,5,6,4,"89 degrees, Partly Cloudy.","11 mph, Out To RF.",2024
745313,2024-07-11,Toronto Blue Jays,San Francisco Giants,Oracle Park,day,5,3,8,4,"78 degrees, Partly Cloudy.","7 mph, Out To CF.",2024
746367,2024-07-12,Miami Marlins,Houston Astros,Minute Maid Park,night,3,6,9,2,"73 degrees, Roof Closed.","0 mph, None.",2024
746935,2024-07-11,Oakland Athletics,Boston Red Sox,Fenway Park,night,0,7,7,3,"85 degrees, Clear.","6 mph, Out To CF.",2024
746204,2024-07-12,Seattle Mariners,Los Angeles Angels,Angel Stadium,night,11,0,11,3,"77 degrees, Clear.","8 mph, R To L.",2024
747178,2024-07-12,Atlanta Braves,Arizona Diamondbacks,Chase Field,night,0,1,1,1,"78 degrees, Roof Closed.","0 mph, None.",2024
745552,2024-07-12,Oakland Athletics,Philadelphia Phillies,Citizens Bank Park,night,6,2,8,1,"78 degrees, Drizzle.","3 mph, Out To LF.",2024
746450,2024-07-12,Los Angeles Dodgers,Detroit Tigers,Comerica Park,night,4,3,7,1,"83 degrees, Partly Cloudy.","6 mph, In From LF.",2024
745065,2024-07-11,New York Yankees,Tampa Bay Rays,Tropicana Field,night,4,5,9,3,"72 degrees, Dome.","0 mph, None.",2024
745064,2024-07-12,Cleveland Guardians,Tampa Bay Rays,Tropicana Field,night,0,2,2,0,"72 degrees, Dome.","0 mph, None.",2024
746936,2024-07-12,Kansas City Royals,Boston Red Sox,Fenway Park,night,6,1,7,2,"82 degrees, Partly Cloudy.","7 mph, Out To LF.",2024
745800,2024-07-12,Colorado Rockies,New York Mets,Citi Field,night,6,7,13,9,"79 degrees, Cloudy.","8 mph, Out To LF.",2024
747012,2024-07-12,New York Yankees,Baltimore Orioles,Oriole Park at Camden Yards,night,4,1,5,1,"81 degrees, Cloudy.","2 mph, Out To LF.",2024
746774,2024-07-13,Pittsburgh Pirates,Chicago White Sox,Guaranteed Rate Field,night,4,1,5,0,"78 degrees, Clear.","8 mph, L To R.",2024
746371,2024-07-13,Texas Rangers,Houston Astros,Minute Maid Park,night,3,6,9,4,"73 degrees, Roof Closed.","0 mph, None.",2024
745153,2024-07-13,Chicago Cubs,St. Louis Cardinals,Busch Stadium,night,5,1,6,0,"83 degrees, Cloudy.","6 mph, Out To LF.",2024
745160,2024-06-24,Atlanta Braves,St. Louis Cardinals,Busch Stadium,night,3,4,7,1,"92 degrees, Clear.","9 mph, In From RF.",2024
747175,2024-07-13,Toronto Blue Jays,Arizona Diamondbacks,Chase Field,night,4,5,9,0,"78 degrees, Roof Closed.","0 mph, None.",2024
745312,2024-07-13,Minnesota Twins,San Francisco Giants,Oracle Park,night,1,7,8,0,"64 degrees, Partly Cloudy.","15 mph, Out To CF.",2024
745965,2024-07-13,Washington Nationals,Milwaukee Brewers,American Family Field,night,5,2,7,1,"82 degrees, Clear.","6 mph, In From CF.",2024
745175,2024-07-14,Chicago Cubs,St. Louis Cardinals,Busch Stadium,night,4,5,9,3,"89 degrees, Clear.","7 mph, In From RF.",2024
745390,2024-07-13,Atlanta Braves,San Diego Padres,Petco Park,night,6,1,7,3,"69 degrees, Partly Cloudy.","8 mph, L To R.",2024
746447,2024-07-13,Los Angeles Dodgers,Detroit Tigers,Comerica Park,day,9,11,20,6,"86 degrees, Sunny.","4 mph, In From CF.",2024
745152,2024-07-13,Chicago Cubs,St. Louis Cardinals,Busch Stadium,day,3,11,14,3,"88 degrees, Sunny.","10 mph, Out To CF.",2024
746766,2024-07-13,Pittsburgh Pirates,Chicago White Sox,Guaranteed Rate Field,day,6,2,8,0,"85 degrees, Partly Cloudy.","10 mph, R To L.",2024
745549,2024-07-13,Oakland Athletics,Philadelphia Phillies,Citizens Bank Park,day,5,11,16,6,"88 degrees, Partly Cloudy.","5 mph, Out To CF.",2024
747013,2024-07-13,New York Yankees,Baltimore Orioles,Oriole Park at Camden Yards,day,6,1,7,3,"90 degrees, Partly Cloudy.","2 mph, R To L.",2024
746930,2024-07-13,Kansas City Royals,Boston Red Sox,Fenway Park,day,0,5,5,1,"80 degrees, Partly Cloudy.","11 mph, Out To LF.",2024
745798,2024-07-13,Colorado Rockies,New York Mets,Citi Field,day,3,7,10,3,"85 degrees, Sunny.","7 mph, Out To LF.",2024
746369,2024-07-13,Texas Rangers,Houston Astros,Minute Maid Park,day,2,1,3,1,"73 degrees, Roof Closed.","0 mph, None.",2024
746687,2024-07-13,Miami Marlins,Cincinnati Reds,Great American Ball Park,day,6,10,16,8,"91 degrees, Partly Cloudy.","7 mph, Out To LF.",2024
745311,2024-07-13,Minnesota Twins,San Francisco Giants,Oracle Park,day,4,2,6,1,"64 degrees, Partly Cloudy.","16 mph, Out To CF.",2024
745963,2024-07-13,Washington Nationals,Milwaukee Brewers,American Family Field,day,6,5,11,2,"86 degrees, Partly Cloudy.","10 mph, In From RF.",2024
746932,2024-07-14,Kansas City Royals,Boston Red Sox,Fenway Park,day,4,5,9,4,"91 degrees, Partly Cloudy.","2 mph, Out To LF.",2024
745551,2024-07-14,Oakland Athletics,Philadelphia Phillies,Citizens Bank Park,day,18,3,21,9,"94 degrees, Partly Cloudy.","5 mph, Out To RF.",2024
747009,2024-07-14,New York Yankees,Baltimore Orioles,Oriole Park at Camden Yards,day,5,6,11,4,"93 degrees, Cloudy.","4 mph, Out To RF.",2024
745067,2024-07-13,Cleveland Guardians,Tampa Bay Rays,Tropicana Field,day,4,2,6,2,"72 degrees, Dome.","0 mph, None.",2024
746449,2024-07-14,Los Angeles Dodgers,Detroit Tigers,Comerica Park,day,3,4,7,0,"85 degrees, Partly Cloudy.","13 mph, R To L.",2024
745797,2024-07-14,Colorado Rockies,New York Mets,Citi Field,day,8,5,13,7,"92 degrees, Sunny.","5 mph, Out To LF.",2024
745066,2024-07-14,Cleveland Guardians,Tampa Bay Rays,Tropicana Field,day,0,2,2,2,"72 degrees, Dome.","0 mph, None.",2024
746686,2024-07-14,Miami Marlins,Cincinnati Reds,Great American Ball Park,day,3,2,5,1,"90 degrees, Sunny.","9 mph, Out To LF.",2024
745962,2024-07-14,Washington Nationals,Milwaukee Brewers,American Family Field,day,3,9,12,3,"82 degrees, Partly Cloudy.","11 mph, Varies.",2024
745151,2024-07-14,Chicago Cubs,St. Louis Cardinals,Busch Stadium,day,8,3,11,7,"93 degrees, Sunny.","8 mph, Out To LF.",2024
747188,2024-06-26,Minnesota Twins,Arizona Diamondbacks,Chase Field,night,4,5,9,3,"78 degrees, Roof Closed.","0 mph, None.",2024
746769,2024-07-14,Pittsburgh Pirates,Chicago White Sox,Guaranteed Rate Field,day,9,4,13,3,"83 degrees, Sunny.","5 mph, R To L.",2024
745314,2024-07-14,Minnesota Twins,San Francisco Giants,Oracle Park,day,2,3,5,0,"67 degrees, Partly Cloudy.","10 mph, Varies.",2024
746695,2024-06-26,Pittsburgh Pirates,Cincinnati Reds,Great American Ball Park,day,6,1,7,2,"77 degrees, Overcast.","9 mph, R To L.",2024
746370,2024-07-14,Texas Rangers,Houston Astros,Minute Maid Park,day,4,2,6,3,"73 degrees, Roof Closed.","0 mph, None.",2024
746201,2024-07-14,Seattle Mariners,Los Angeles Angels,Angel Stadium,day,2,3,5,2,"81 degrees, Partly Cloudy.","7 mph, Out To CF.",2024
746291,2024-06-26,Miami Marlins,Kansas City Royals,Kauffman Stadium,day,1,5,6,0,"79 degrees, Partly Cloudy.","14 mph, L To R.",2024
747176,2024-07-14,Toronto Blue Jays,Arizona Diamondbacks,Chase Field,day,8,7,15,3,"77 degrees, Roof Closed.","0 mph, None.",2024
745385,2024-07-14,Atlanta Braves,San Diego Padres,Petco Park,day,6,3,9,3,"75 degrees, Sunny.","8 mph, L To R.",2024
746854,2024-07-19,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,day,5,2,7,0,"76 degrees, Sunny.","7 mph, In From RF.",2024
745721,2024-07-19,Tampa Bay Rays,New York Yankees,Yankee Stadium,night,1,6,7,1,"82 degrees, Partly Cloudy.","7 mph, L To R.",2024
746618,2024-07-19,San Diego Padres,Cleveland Guardians,Progressive Field,night,0,7,7,0,"74 degrees, Clear.","6 mph, In From RF.",2024
744911,2024-07-19,Detroit Tigers,Toronto Blue Jays,Rogers Centre,night,5,4,9,4,"73 degrees, Clear.","9 mph, Out To CF.",2024
745481,2024-07-19,Philadelphia Phillies,Pittsburgh Pirates,PNC Park,night,7,8,15,2,"84 degrees, Clear.","5 mph, Calm.",2024
746040,2024-07-19,New York Mets,Miami Marlins,loanDepot park,night,4,6,10,3,"72 degrees, Roof Closed.","0 mph, None.",2024
744990,2024-07-20,Baltimore Orioles,Texas Rangers,Globe Life Field,night,9,1,10,5,"74 degrees, Roof Closed.","0 mph, None.",2024
746123,2024-07-20,Boston Red Sox,Los Angeles Dodgers,Dodger Stadium,night,1,4,5,2,"78 degrees, Clear.","8 mph, Out To RF.",2024
746284,2024-07-20,Chicago White Sox,Kansas City Royals,Kauffman Stadium,night,1,7,8,2,"82 degrees, Clear.","12 mph, R To L.",2024
746531,2024-07-20,San Francisco Giants,Colorado Rockies,Coors Field,night,3,7,10,3,"81 degrees, Cloudy.","12 mph, R To L.",2024
745640,2024-07-20,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,night,3,13,16,5,"80 degrees, Clear.","12 mph, Out To RF.",2024
745228,2024-07-20,Houston Astros,Seattle Mariners,T-Mobile Park,night,3,0,3,0,"78 degrees, Clear.","0 mph, Calm.",2024
747093,2024-07-19,St. Louis Cardinals,Atlanta Braves,Truist Park,night,2,3,5,2,"77 degrees, Cloudy.","1 mph, Calm.",2024
747093,2024-07-20,St. Louis Cardinals,Atlanta Braves,Truist Park,day,2,3,5,2,"77 degrees, Cloudy.","1 mph, Calm.",2024
747096,2024-07-20,St. Louis Cardinals,Atlanta Braves,Truist Park,night,9,5,14,6,"78 degrees, Cloudy.","1 mph, Calm.",2024
744830,2024-07-20,Cincinnati Reds,Washington Nationals,Nationals Park,night,4,5,9,2,"78 degrees, Cloudy.","4 mph, Out To LF.",2024
744910,2024-07-20,Detroit Tigers,Toronto Blue Jays,Rogers Centre,day,7,3,10,2,"75 degrees, Partly Cloudy.","11 mph, Out To CF.",2024
745478,2024-07-20,Philadelphia Phillies,Pittsburgh Pirates,PNC Park,night,1,4,5,3,"85 degrees, Partly Cloudy.","5 mph, Out To CF.",2024
744994,2024-07-20,Baltimore Orioles,Texas Rangers,Globe Life Field,night,8,4,12,3,"74 degrees, Roof Closed.","0 mph, Calm.",2024
746613,2024-07-20,San Diego Padres,Cleveland Guardians,Progressive Field,night,7,0,7,2,"77 degrees, Partly Cloudy.","4 mph, Calm.",2024
745638,2024-07-20,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,day,2,8,10,1,"75 degrees, Sunny.","9 mph, Out To RF.",2024
746041,2024-07-20,New York Mets,Miami Marlins,loanDepot park,day,1,0,1,0,"72 degrees, Roof Closed.","0 mph, None.",2024
746286,2024-07-20,Chicago White Sox,Kansas City Royals,Kauffman Stadium,night,1,6,7,0,"76 degrees, Partly Cloudy.","5 mph, In From RF.",2024
745880,2024-07-20,Milwaukee Brewers,Minnesota Twins,Target Field,night,8,4,12,1,"83 degrees, Cloudy.","5 mph, Out To LF.",2024
745229,2024-07-21,Houston Astros,Seattle Mariners,T-Mobile Park,night,4,2,6,3,"81 degrees, Clear.","2 mph, L To R.",2024
745470,2024-07-21,Philadelphia Phillies,Pittsburgh Pirates,PNC Park,day,6,0,6,1,"83 degrees, Sunny.","3 mph, In From CF.",2024
746121,2024-07-20,Boston Red Sox,Los Angeles Dodgers,Dodger Stadium,day,6,7,13,4,"86 degrees, Sunny.","9 mph, Out To CF.",2024
744831,2024-07-21,Cincinnati Reds,Washington Nationals,Nationals Park,day,2,5,7,3,"88 degrees, Partly Cloudy.","4 mph, Out To CF.",2024
745882,2024-07-21,Milwaukee Brewers,Minnesota Twins,Target Field,day,8,7,15,7,"79 degrees, Partly Cloudy.","2 mph, In From CF.",2024
746527,2024-07-21,San Francisco Giants,Colorado Rockies,Coors Field,night,3,4,7,2,"85 degrees, Clear.","10 mph, In From LF.",2024
745722,2024-07-21,Tampa Bay Rays,New York Yankees,Yankee Stadium,day,6,4,10,5,"84 degrees, Cloudy.","6 mph, Out To CF.",2024
747094,2024-07-21,St. Louis Cardinals,Atlanta Braves,Truist Park,day,6,2,8,5,"82 degrees, Partly Cloudy.","4 mph, Calm.",2024
744909,2024-07-21,Detroit Tigers,Toronto Blue Jays,Rogers Centre,day,4,5,9,3,"74 degrees, Partly Cloudy.","6 mph, Out To CF.",2024
746042,2024-07-21,New York Mets,Miami Marlins,loanDepot park,day,2,4,6,2,"72 degrees, Roof Closed.","0 mph, None.",2024
746287,2024-07-21,Chicago White Sox,Kansas City Royals,Kauffman Stadium,day,1,4,5,0,"77 degrees, Partly Cloudy.","7 mph, In From RF.",2024
746853,2024-07-21,Arizona Diamondbacks,Chicago Cubs,Wrigley Field,day,1,2,3,1,"83 degrees, Partly Cloudy.","2 mph, In From RF.",2024
746528,2024-07-21,San Francisco Giants,Colorado Rockies,Coors Field,day,3,2,5,3,"78 degrees, Cloudy.","4 mph, R To L.",2024
745633,2024-07-21,Los Angeles Angels,Oakland Athletics,Oakland Coliseum,day,8,5,13,2,"63 degrees, Partly Cloudy.","10 mph, Varies.",2024
744991,2024-07-21,Baltimore Orioles,Texas Rangers,Globe Life Field,day,2,3,5,2,"74 degrees, Roof Closed.","0 mph, None.",2024
745230,2024-07-21,Houston Astros,Seattle Mariners,T-Mobile Park,day,4,6,10,4,"64 degrees, Overcast.","3 mph, In From LF.",2024
746125,2024-07-21,Boston Red Sox,Los Angeles Dodgers,Dodger Stadium,day,6,9,15,7,"86 degrees, Partly Cloudy.","10 mph, Out To CF.",2024
